time_stamp, total time, matches num, keypoints num, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1669817727.70876169,0.19112773,330,360,0,108827,0.00000000,110912,5096,40445920,0.00000000
1669817727.80934501,0.18787449,328,374,0,110912,0.00000000,112971,5374,40445920,0.00000000
1669817727.90937138,0.19555826,311,378,0,112971,0.00000000,114801,4372,40445920,0.00000000
1669817728.00910902,0.18585597,323,363,0,114801,0.00000000,116342,3561,40445920,0.00000000
1669817728.10935712,0.18959798,334,372,0,116342,0.00000000,117468,3010,40445920,0.00000000
1669817728.20939636,0.17736062,358,398,0,117468,0.00000000,118296,2825,40445920,0.00000000
1669817728.31019235,0.16843783,323,393,0,118296,0.00000000,119027,2412,40445920,0.00000000
1669817728.40957189,0.16608873,316,388,0,119027,0.00000000,119765,1917,40445920,0.00000000
1669817728.50926542,0.16660714,300,376,0,119765,0.00000000,120869,2243,40445920,0.00000000
1669817728.60940051,0.17466829,357,384,0,120869,0.00000000,121328,3357,40445920,0.00000000
1669817728.70972729,0.17159957,356,385,0,121328,0.00000000,122630,3951,40445920,0.00000000
1669817728.80975485,0.17736985,338,365,0,122630,0.00000000,124219,3700,40445920,0.00000000
1669817728.90904832,0.18037186,290,365,0,124219,0.00000000,125632,3178,40445920,0.00000000
1669817729.00884628,0.17078188,282,370,0,125632,0.00000000,126482,2642,40445920,0.00000000
1669817729.10913587,0.16781338,296,394,0,126482,0.00000000,127442,2441,40445920,0.00000000
1669817729.20976043,0.16440508,343,399,0,127442,0.00000000,128291,2320,40445920,0.00000000
1669817729.30950284,0.17719175,361,390,0,128291,0.00000000,128559,2256,40445920,0.00000000
1669817729.40894246,0.16544674,348,399,0,124747,0.00000000,125880,2512,40445920,0.00000000
1669817729.50905585,0.17513013,348,395,0,125880,0.00000000,128054,3413,40445920,0.00000000
1669817729.60930419,0.17241450,334,378,0,128054,0.00000000,130431,4275,40445920,0.00000000
1669817729.70960569,0.18134580,341,384,0,130431,0.00000000,133012,4530,40445920,0.00000000
1669817729.81001377,0.18100162,292,360,0,133012,0.00000000,136103,5676,40445920,0.00000000
1669817729.90953255,0.18238852,349,393,0,136103,0.00000000,140188,7276,40445920,0.00000000
1669817730.00876641,0.18449719,327,373,0,140188,0.00000000,142696,5288,40445920,0.00000000
1669817730.10896611,0.17880644,307,377,0,142696,0.00000000,145010,4607,40445920,0.00000000
1669817730.20905185,0.18055825,350,391,0,145010,0.00000000,147279,4492,40445920,0.00000000
1669817730.30905628,0.17454585,311,360,0,147279,0.00000000,149213,4055,40445920,0.00000000
1669817730.40877175,0.17951292,310,377,0,149213,0.00000000,149958,3844,40445920,0.00000000
1669817730.50853634,0.17684868,318,360,0,146042,0.00000000,147734,3311,40445920,0.00000000
1669817730.60875368,0.18310747,317,376,0,147734,0.00000000,149279,3084,40445920,0.00000000
1669817730.70846224,0.19666713,337,374,0,149279,0.00000000,150983,3145,40445920,0.00000000
1669817730.80895329,0.18248567,264,381,0,150983,0.00000000,152555,3313,40445920,0.00000000
1669817730.90936232,0.19338215,329,374,0,152555,0.00000000,153633,3117,40445920,0.00000000
1669817731.00890207,0.20202330,378,420,0,153633,0.00000000,154946,2730,40445920,0.00000000
1669817731.11014867,0.17864899,357,390,0,154946,0.00000000,155774,2244,40445920,0.00000000
1669817731.20998669,0.17031019,374,415,0,155774,0.00000000,156651,2155,40445920,0.00000000
1669817731.31017804,0.17337080,333,395,0,156651,0.00000000,157602,2060,40445920,0.00000000
1669817731.41066957,0.18687771,331,381,0,157602,0.00000000,158501,2008,40445920,0.00000000
1669817731.51046228,0.19894208,309,356,0,158501,0.00000000,159040,2072,40445920,0.00000000
1669817731.61047649,0.18746668,366,404,0,159040,0.00000000,159960,2402,40445920,0.00000000
1669817731.71041918,0.17154298,321,381,0,159960,0.00000000,161181,2617,40445920,0.00000000
1669817731.81121802,0.18294208,327,374,0,159840,0.00000000,161204,2502,40445920,0.00000000
1669817731.91107869,0.18104052,333,380,0,161204,0.00000000,162301,2361,40445920,0.00000000
1669817732.01049781,0.17269932,341,386,0,162301,0.00000000,163253,2085,40445920,0.00000000
1669817732.11075425,0.20463490,324,377,0,163253,0.00000000,164312,3136,40445920,0.00000000
1669817732.21062183,0.18684191,246,352,0,164312,0.00000000,165613,3420,40445920,0.00000000
1669817732.31150174,0.19626986,260,349,0,165613,0.00000000,167147,3768,40445920,0.00000000
1669817732.41146183,0.19652302,279,350,0,167147,0.00000000,168947,4406,40445920,0.00000000
1669817732.51066113,0.16863474,265,360,0,168947,0.00000000,171294,4682,40445920,0.00000000
1669817732.61017179,0.16941286,286,341,0,171294,0.00000000,173435,4143,40445920,0.00000000
1669817732.71034980,0.17322990,284,350,0,173435,0.00000000,176082,4728,40445920,0.00000000
1669817732.81022000,0.17922418,263,365,0,176082,0.00000000,177856,4106,40445920,0.00000000
1669817732.90974545,0.17897197,280,378,0,177856,0.00000000,179347,4118,40445920,0.00000000
1669817733.00981498,0.20051439,198,363,0,179347,0.00000000,180955,3968,40445920,0.00000000
1669817733.11092043,0.17156726,193,373,0,180955,0.00000000,182808,4390,40445920,0.00000000
1669817733.21070313,0.17476370,190,378,0,182808,0.00000000,184702,4403,40445920,0.00000000
1669817733.31034303,0.17345520,190,371,0,184702,0.00000000,186945,4563,40445920,0.00000000
1669817733.40996838,0.17224523,178,369,0,186945,0.00000000,188888,4430,40445920,0.00000000
1669817733.51093650,0.19797363,213,381,0,188888,0.00000000,191265,4762,40445920,0.00000000
1669817733.61070442,0.17614592,225,371,0,191265,0.00000000,192999,4294,40445920,0.00000000
1669817733.71134686,0.17579489,199,374,0,192999,0.00000000,194560,4364,40445920,0.00000000
1669817733.81079221,0.17258926,211,376,0,194560,0.00000000,196124,4156,40445920,0.00000000
1669817733.91088104,0.18284805,181,377,0,196124,0.00000000,198240,4437,40445920,0.00000000
1669817734.01092148,0.18075991,236,394,0,198240,0.00000000,199469,4097,40445920,0.00000000
1669817734.11106753,0.18100980,251,385,0,199469,0.00000000,200983,3982,40445920,0.00000000
1669817734.21227503,0.18316606,194,392,0,200983,0.00000000,202902,3942,40445920,0.00000000
1669817734.31311131,0.17929338,245,385,0,202902,0.00000000,203862,3865,40445920,0.00000000
1669817734.41223288,0.17665239,241,352,0,203862,0.00000000,205227,3801,40445920,0.00000000
1669817734.51170254,0.17437727,251,327,0,205227,0.00000000,206097,3333,40445920,0.00000000
1669817734.61133790,0.18477087,211,326,0,206017,0.00000000,207263,3888,40445920,0.00000000
1669817734.71031666,0.17470181,227,340,0,207263,0.00000000,208763,3047,40445920,0.00000000
1669817734.80976653,0.17731045,209,323,0,208763,0.00000000,210064,3267,40445920,0.00000000
1669817734.90972543,0.17499522,214,318,0,210064,0.00000000,211720,3189,40445920,0.00000000
1669817735.00837111,0.17763200,142,281,0,211720,0.00000000,213533,3383,40445920,0.00000000
1669817735.10949850,0.17682337,172,313,0,213533,0.00000000,215099,3661,40445920,0.00000000
1669817735.20955110,0.17112502,228,323,0,215099,0.00000000,216647,3011,40445920,0.00000000
1669817735.31023264,0.17554203,230,323,0,216647,0.00000000,218190,3167,40445920,0.00000000
1669817735.41072464,0.17281195,231,296,0,218190,0.00000000,219529,2786,40445920,0.00000000
1669817735.51098680,0.17976425,191,310,0,219529,0.00000000,219864,2832,40445920,0.00000000
1669817735.61103439,0.18207496,156,312,0,219864,0.00000000,221437,3065,40445920,0.00000000
1669817735.71099305,0.18741247,178,329,0,221437,0.00000000,222813,3309,40445920,0.00000000
1669817735.81071305,0.18278890,184,302,0,222813,0.00000000,224155,2810,40445920,0.00000000
1669817735.90950799,0.17513899,239,310,0,224155,0.00000000,225561,2765,40445920,0.00000000
1669817736.01014543,0.19353574,180,287,0,225561,0.00000000,226711,2515,40445920,0.00000000
1669817736.10808921,0.18866995,223,298,0,226711,0.00000000,227883,2599,40445920,0.00000000
1669817736.20767355,0.18293389,200,275,0,227883,0.00000000,228960,2905,40445920,0.00000000
1669817736.30774832,0.18535382,223,305,0,228960,0.00000000,230350,3268,40445920,0.00000000
1669817736.40860200,0.17774890,203,292,0,229249,0.00000000,230492,2595,40445920,0.00000000
1669817736.51012945,0.17577235,251,296,0,230492,0.00000000,231823,2849,40445920,0.00000000
1669817736.61039138,0.17903002,214,293,0,231823,0.00000000,232883,2636,40445920,0.00000000
1669817736.71100783,0.18512361,209,299,0,232883,0.00000000,234157,2764,40445920,0.00000000
1669817736.81076646,0.18845393,160,284,0,234157,0.00000000,235506,2811,40445920,0.00000000
1669817736.91212201,0.17679531,203,299,0,235506,0.00000000,236587,2493,40445920,0.00000000
1669817737.01013994,0.18310778,200,275,0,236587,0.00000000,237783,3172,40445920,0.00000000
1669817737.10951543,0.18549131,196,288,0,237783,0.00000000,238567,2441,40445920,0.00000000
1669817737.20957780,0.18299964,237,308,0,238567,0.00000000,239835,2799,40445920,0.00000000
1669817737.30890632,0.18202351,224,295,0,239835,0.00000000,240571,2415,40445920,0.00000000
1669817737.40923381,0.17615786,181,296,0,240571,0.00000000,241529,2703,40445920,0.00000000
1669817737.50855374,0.17689550,181,270,0,241529,0.00000000,242390,2444,40445920,0.00000000
1669817737.61000323,0.18488842,225,289,0,242390,0.00000000,243445,3154,40445920,0.00000000
1669817737.71054697,0.18614856,166,265,0,243445,0.00000000,244910,2663,40445920,0.00000000
1669817737.81077194,0.17883494,177,276,0,244910,0.00000000,245792,2522,40445920,0.00000000
1669817737.91216660,0.19062315,186,270,0,245792,0.00000000,246769,2321,40445920,0.00000000
1669817738.01123929,0.17514906,164,272,0,246769,0.00000000,247212,2513,40445920,0.00000000
1669817738.11096811,0.18580424,157,259,0,247212,0.00000000,247391,2163,40445920,0.00000000
1669817738.20989323,0.18427219,215,292,0,247391,0.00000000,248463,2610,40445920,0.00000000
1669817738.30914187,0.17946354,202,299,0,248463,0.00000000,249316,2809,40445920,0.00000000
1669817738.40905428,0.18913219,225,285,0,249316,0.00000000,250092,2275,40445920,0.00000000
1669817738.50881314,0.18107439,161,264,0,249905,0.00000000,251018,3106,40445920,0.00000000
1669817738.60904431,0.19280465,166,277,0,251018,0.00000000,252388,3038,40445920,0.00000000
1669817738.70916224,0.18733385,180,258,0,252388,0.00000000,253265,2300,40445920,0.00000000
1669817738.80941415,0.17183614,191,269,0,253265,0.00000000,254486,2455,40445920,0.00000000
1669817738.90929556,0.17757744,188,282,0,254486,0.00000000,255716,2548,40445920,0.00000000
1669817739.00906920,0.17276698,171,280,0,255716,0.00000000,257025,2512,40445920,0.00000000
1669817739.10986781,0.17841416,219,277,0,257025,0.00000000,258096,2350,40445920,0.00000000
1669817739.20941663,0.17479031,164,262,0,258096,0.00000000,259084,2260,40445920,0.00000000
1669817739.30958390,0.17830599,214,285,0,257913,0.00000000,258779,2093,40445920,0.00000000
1669817739.40963244,0.17303435,209,288,0,258779,0.00000000,259274,2359,40445920,0.00000000
1669817739.50996423,0.17494432,169,252,0,258993,0.00000000,259941,2230,40445920,0.00000000
1669817739.60959077,0.18357916,160,259,0,259941,0.00000000,260963,2613,40445920,0.00000000
1669817739.70973945,0.17875412,178,266,0,260963,0.00000000,261760,2805,40445920,0.00000000
1669817739.81035376,0.17860602,199,271,0,261760,0.00000000,262873,2366,40445920,0.00000000
1669817739.91046429,0.18080557,214,285,0,262873,0.00000000,264115,2727,40445920,0.00000000
1669817740.01075625,0.17152127,178,265,0,264115,0.00000000,265307,2544,40445920,0.00000000
1669817740.11227965,0.17951361,190,307,0,265190,0.00000000,266120,2839,40445920,0.00000000
1669817740.21238470,0.17348900,149,284,0,266120,0.00000000,267138,2521,40445920,0.00000000
1669817740.31194639,0.17872151,210,289,0,267138,0.00000000,268215,2650,40445920,0.00000000
1669817740.41063905,0.17201951,190,302,0,268215,0.00000000,269561,2748,40445920,0.00000000
1669817740.50997901,0.20267538,181,314,0,269561,0.00000000,270190,3120,40445920,0.00000000
1669817740.60976481,0.19245768,208,288,0,270190,0.00000000,270769,3048,40445920,0.00000000
1669817740.70963097,0.19636752,223,272,0,270769,0.00000000,272018,2349,40445920,0.00000000
1669817740.80976176,0.18681502,156,298,0,272018,0.00000000,272965,2917,40445920,0.00000000
